"attrition","age","gender","marital_status","department","job_role","job_level","job_involvement","job_satisfaction","education","education_field","business_travel","standard_hours","over_time","monthly_income"
"Leave",31,"male","single","research_development","laboratory_technician",1,2,2,"College","medical","travel_frequently",80,"no",3479
"Stay",32,"male","married","research_development","laboratory_technician",1,4,2,"Bachelor","life_sciences","travel_frequently",80,"no",2794
"Stay",38,"male","married","sales","sales_executive",2,2,4,"College","life_sciences","non_travel",80,"no",5249
"Stay",32,"male","single","research_development","laboratory_technician",2,2,1,"Below College","technical_degree","travel_rarely",80,"no",2176
"Stay",46,"female","married","sales","manager",4,1,2,"Bachelor","technical_degree","travel_rarely",80,"yes",16872
"Leave",28,"male","single","research_development","laboratory_technician",1,3,3,"Master","life_sciences","travel_rarely",80,"no",3485
"Stay",29,"male","married","sales","sales_executive",2,2,2,"Bachelor","medical","travel_rarely",80,"no",6644
"Stay",31,"male","married","research_development","healthcare_representative",2,2,4,"Bachelor","medical","travel_rarely",80,"no",5582
"Stay",25,"male","divorced","research_development","healthcare_representative",2,4,1,"College","life_sciences","non_travel",80,"no",4000
"Stay",45,"male","married","research_development","healthcare_representative",4,3,4,"College","medical","travel_rarely",80,"yes",13496
"Stay",36,"male","married","research_development","laboratory_technician",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",3210
"Stay",55,"male","single","research_development","manager",5,3,1,"Bachelor","medical","travel_rarely",80,"yes",19045
"Leave",47,"male","married","research_development","manager",3,3,2,"Master","life_sciences","non_travel",80,"yes",11849
"Stay",28,"male","married","research_development","research_scientist",1,3,4,"Bachelor","medical","travel_rarely",80,"no",2070
"Stay",37,"male","married","sales","sales_executive",2,3,4,"Master","medical","travel_rarely",80,"no",6502
"Stay",21,"male","single","research_development","research_scientist",1,2,3,"College","medical","travel_rarely",80,"no",3230
"Stay",37,"female","divorced","research_development","research_director",3,3,4,"Master","medical","non_travel",80,"yes",13603
"Stay",35,"female","divorced","research_development","manager",3,4,2,"Bachelor","life_sciences","travel_rarely",80,"no",11996
"Stay",38,"female","divorced","sales","sales_executive",2,4,1,"College","medical","travel_rarely",80,"yes",5605
"Stay",26,"female","divorced","research_development","manufacturing_director",2,3,2,"Bachelor","life_sciences","travel_frequently",80,"no",6397
"Stay",50,"male","divorced","research_development","research_director",5,3,2,"Below College","life_sciences","travel_rarely",80,"no",19144
"Stay",53,"male","married","research_development","research_director",4,3,3,"Master","medical","travel_rarely",80,"yes",17584
"Stay",42,"male","married","sales","sales_executive",2,3,3,"Below College","life_sciences","travel_rarely",80,"no",4907
"Stay",29,"male","single","sales","sales_executive",2,3,4,"College","life_sciences","travel_frequently",80,"no",4554
"Stay",55,"male","married","research_development","laboratory_technician",2,3,4,"College","technical_degree","travel_rarely",80,"yes",5415
"Stay",26,"male","married","research_development","healthcare_representative",2,3,1,"College","medical","travel_frequently",80,"yes",4741
"Stay",37,"female","single","research_development","research_scientist",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",2115
"Leave",44,"male","divorced","research_development","laboratory_technician",1,3,3,"Bachelor","life_sciences","travel_frequently",80,"yes",3161
"Stay",38,"male","divorced","research_development","healthcare_representative",2,3,4,"Master","life_sciences","travel_rarely",80,"no",5745
"Leave",26,"male","divorced","research_development","laboratory_technician",1,3,2,"Master","medical","travel_rarely",80,"yes",2373
"Stay",28,"female","single","research_development","research_scientist",1,3,4,"College","life_sciences","travel_rarely",80,"no",3310
"Stay",49,"female","single","research_development","research_director",5,3,1,"Master","life_sciences","travel_frequently",80,"yes",18665
"Stay",36,"male","single","research_development","research_scientist",2,3,2,"Bachelor","technical_degree","travel_rarely",80,"no",4485
"Stay",31,"female","divorced","sales","sales_representative",1,3,2,"Bachelor","marketing","travel_frequently",80,"no",2789
"Leave",26,"male","single","sales","sales_executive",2,2,4,"Master","marketing","travel_rarely",80,"yes",5828
"Stay",37,"male","married","research_development","research_scientist",1,3,4,"Bachelor","medical","travel_frequently",80,"yes",2326
"Stay",42,"female","married","sales","sales_executive",4,3,2,"Bachelor","marketing","travel_frequently",80,"no",13525
"Leave",18,"male","single","research_development","laboratory_technician",1,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",1420
"Stay",35,"male","married","sales","sales_executive",3,3,2,"Bachelor","marketing","travel_rarely",80,"no",8020
"Stay",36,"male","married","research_development","laboratory_technician",1,4,4,"Master","life_sciences","travel_frequently",80,"no",3688
"Stay",51,"male","divorced","research_development","manufacturing_director",2,1,2,"Bachelor","medical","travel_rarely",80,"no",5482
"Stay",41,"male","single","sales","manager",4,3,2,"Master","life_sciences","travel_rarely",80,"no",16015
"Stay",18,"female","single","sales","sales_representative",1,2,3,"Bachelor","medical","travel_rarely",80,"no",1200
"Stay",28,"male","single","research_development","healthcare_representative",2,4,1,"College","medical","travel_rarely",80,"no",5661
"Stay",31,"male","married","sales","sales_executive",2,4,4,"Bachelor","technical_degree","travel_rarely",80,"no",6929
"Stay",39,"male","divorced","research_development","healthcare_representative",3,4,4,"Bachelor","medical","travel_rarely",80,"no",9613
"Stay",36,"female","married","research_development","laboratory_technician",2,3,2,"Master","life_sciences","non_travel",80,"no",5674
"Stay",32,"male","married","sales","sales_executive",2,2,3,"Bachelor","life_sciences","travel_rarely",80,"no",5484
"Stay",38,"female","married","research_development","research_director",3,2,2,"College","life_sciences","travel_rarely",80,"no",12061
"Stay",58,"male","divorced","research_development","healthcare_representative",2,1,3,"Master","life_sciences","non_travel",80,"yes",5660
"Stay",31,"male","married","research_development","research_scientist",1,3,4,"Master","technical_degree","travel_rarely",80,"yes",4821
"Stay",31,"male","married","human_resources","human_resources",2,2,1,"Bachelor","human_resources","travel_rarely",80,"no",6410
"Stay",45,"male","divorced","research_development","laboratory_technician",3,3,1,"Bachelor","life_sciences","travel_frequently",80,"no",5210
"Stay",31,"male","divorced","research_development","research_scientist",1,3,4,"Master","life_sciences","travel_rarely",80,"yes",2695
"Stay",33,"female","married","research_development","manager",3,3,2,"Master","life_sciences","travel_frequently",80,"no",11878
"Stay",39,"male","married","research_development","manager",4,3,1,"Below College","medical","travel_rarely",80,"yes",17068
"Stay",43,"female","single","research_development","laboratory_technician",1,3,4,"Master","life_sciences","travel_frequently",80,"no",2455
"Stay",49,"female","single","research_development","healthcare_representative",4,2,3,"College","technical_degree","travel_rarely",80,"yes",13964
"Leave",52,"male","married","research_development","research_scientist",2,2,2,"Master","medical","travel_rarely",80,"no",4941
"Stay",27,"female","single","research_development","research_scientist",1,3,2,"Bachelor","life_sciences","travel_rarely",80,"yes",2478
"Stay",32,"female","married","sales","sales_executive",2,2,2,"College","technical_degree","travel_rarely",80,"yes",5228
"Stay",27,"male","single","sales","sales_executive",2,3,3,"Bachelor","life_sciences","travel_rarely",80,"yes",4478
"Stay",31,"male","divorced","sales","sales_executive",2,3,4,"Bachelor","marketing","travel_rarely",80,"no",7547
"Stay",32,"female","single","research_development","research_scientist",2,4,4,"Master","medical","travel_rarely",80,"no",5055
"Leave",28,"male","married","research_development","research_scientist",1,1,4,"Master","medical","travel_rarely",80,"yes",3464
"Stay",30,"female","married","research_development","research_scientist",2,3,4,"College","medical","travel_rarely",80,"no",5775
"Stay",31,"female","married","research_development","manufacturing_director",3,2,3,"College","life_sciences","travel_frequently",80,"no",8943
"Stay",39,"male","married","research_development","manager",5,2,4,"College","medical","travel_frequently",80,"no",19272
"Leave",39,"female","married","sales","sales_executive",2,3,3,"College","medical","travel_rarely",80,"yes",5238
"Stay",33,"male","single","sales","sales_executive",2,2,4,"Bachelor","marketing","travel_frequently",80,"no",4682
"Stay",47,"male","married","research_development","research_director",5,3,3,"Doctor","life_sciences","travel_rarely",80,"no",18300
"Stay",43,"female","divorced","research_development","laboratory_technician",2,2,3,"Master","life_sciences","travel_frequently",80,"no",5257
"Stay",27,"male","married","sales","sales_executive",2,3,2,"Below College","marketing","non_travel",80,"yes",6349
"Stay",54,"female","single","research_development","research_scientist",2,3,3,"Master","life_sciences","travel_frequently",80,"no",4869
"Stay",43,"female","married","research_development","healthcare_representative",3,3,1,"Bachelor","life_sciences","travel_rarely",80,"no",9985
"Stay",45,"male","married","research_development","research_scientist",2,3,4,"Master","other","travel_rarely",80,"no",3697
"Stay",40,"male","married","sales","sales_executive",2,1,4,"College","medical","travel_rarely",80,"yes",7457
"Leave",29,"male","married","research_development","laboratory_technician",1,1,1,"Master","other","travel_rarely",80,"yes",2119
"Stay",29,"male","single","research_development","laboratory_technician",1,2,4,"Doctor","other","travel_rarely",80,"no",3983
"Stay",30,"female","divorced","sales","sales_executive",2,2,3,"Bachelor","marketing","travel_rarely",80,"no",6118
"Stay",27,"female","married","sales","sales_executive",2,3,2,"Master","marketing","travel_rarely",80,"no",6214
"Stay",37,"male","divorced","research_development","manufacturing_director",2,3,4,"College","medical","travel_rarely",80,"no",6347
"Stay",38,"male","divorced","research_development","research_director",3,2,4,"College","life_sciences","travel_rarely",80,"yes",11510
"Stay",31,"female","single","research_development","manufacturing_director",3,3,4,"Master","medical","travel_rarely",80,"yes",7143
"Stay",29,"female","divorced","sales","sales_executive",2,2,2,"Below College","marketing","travel_rarely",80,"yes",8268
"Stay",35,"male","single","research_development","manufacturing_director",3,3,2,"Master","technical_degree","travel_rarely",80,"no",8095
"Stay",23,"male","divorced","research_development","research_scientist",1,3,4,"Below College","life_sciences","travel_rarely",80,"no",2904
"Stay",41,"male","single","research_development","manufacturing_director",2,2,2,"Bachelor","medical","travel_rarely",80,"yes",6032
"Stay",47,"male","single","sales","sales_representative",2,3,3,"Below College","medical","travel_frequently",80,"no",2976
"Stay",42,"female","single","research_development","research_director",4,3,4,"Doctor","life_sciences","travel_rarely",80,"no",15992
"Stay",29,"male","married","sales","sales_executive",2,3,3,"Bachelor","life_sciences","non_travel",80,"no",4649
"Stay",42,"male","divorced","human_resources","human_resources",1,3,3,"Below College","technical_degree","travel_rarely",80,"yes",2696
